OrderID,CustomerID,OrderDate,Product,Category,Quantity,Price,City,Status
1047,760debbb-3b70-43a1-a4a3-5cf29549c931,2025-06-25,Puzzle,Toys,3,174.92,bursa,Returned
1048,aab612c9-415d-474a-b5a6-69814104a8b5,2025-03-10,Sofa,Home,4,274.58,adana,Cancelled
1049,e6b5a92c-771a-4655-8dfc-6ee0e61ede90,2024-07-09,Phone,Electronics,1,259.34,ankara,Returned
1050,12e89d10-2871-4733-8bed-db12ad77e82f,2024-10-25,Novel,Books,2,26.23,istanbul,
1051,966b1964-fcd6-4dca-9876-fd09f1faf665,2024-12-24,Headphones,Electronics,2,5.21,bursa,
1052,b0b862ef-6c9f-42b9-b647-8986a3917c99,2024-10-30,Jacket,Clothing,3,183.29,ankara,
1053,32ffe294-4d57-4880-9865-d69a74f33103,2024-10-11,Novel,Books,5,228.26,izmir,Delivered
1054,3cb98350-1b4d-40fe-bbb3-8605da743152,2024-12-02,Chair,Home,2,190.56,istanbul,
1055,4bbe4aff-9326-4ffd-9be4-bf5192698698,2024-12-01,Tablet,Electronics,2,191.41,gaziantep,Returned
1056,d47d577b-fa5a-41ca-859d-d55d4b943e30,2025-04-03,Chair,Home,3,256.55,istanbul,Returned
1057,90e0b95f-0212-4554-8644-58b46553867d,2025-03-18,Puzzle,Toys,3,23.92,konya,Delivered
1058,f93e08d5-bea2-4dfe-873f-6e1baf908e3c,2025-06-06,Tablet,Electronics,1,282.85,ankara,Cancelled
1059,7f2984f5-bec3-4a37-9b3d-74bde91e314e,2024-07-25,Chair,Home,1,107.33,izmir,Returned
1060,c696f5e6-4944-451b-a726-be23e776b886,2025-05-25,Laptop,Electronics,2,271.98,gaziantep,
1061,5a31b4cc-cd4b-49a9-9b68-9c883ae909fe,2025-05-12,Headphones,Electronics,3,344.65,adana,
1062,402913ec-9ef2-493e-b0ac-7d7ba2f963a3,2024-09-29,Chair,Home,1,121.51,adana,Returned
1063,a8c01f05-c478-46f1-b88e-c318c16d83ed,2025-03-26,Phone,Electronics,1,264.83,adana,
1064,18dfbc3c-a0d4-4e3d-a303-f6c6d69d42f1,2025-03-27,Sofa,Home,3,372.7,ankara,Returned
1065,4f1639a0-0a17-491e-a576-9411a0a11839,2025-06-21,Lamp,Home,2,160.04,istanbul,Returned
1066,5d678bb1-945e-42e4-888a-93ec70d9c9f8,2025-05-08,Novel,Books,1,47.43,istanbul,Cancelled
1067,4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,2025-04-16,Doll,Toys,1,326.26,konya,Returned
1068,336749b5-2cf6-4f75-aa5e-6920bf5ae7e6,2024-11-09,Notebook,Books,2,354.21,ankara,Returned
1069,f8b38a8b-e05f-48bc-8a16-a06cc958e75e,2024-08-26,Jeans,Clothing,3,400.61,bursa,Cancelled
1070,45c45a3e-e9da-484a-8075-9f1f87e5f0fe,2024-11-25,Sofa,Home,1,182.98,adana,Returned
1071,d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a,2025-05-24,Chair,Home,3,154.68,konya,Cancelled
1072,bf1e8366-4b8e-43d4-8e76-07adf7a67b94,2025-01-09,Puzzle,Toys,2,248.01,gaziantep,Cancelled
1073,77e490c7-1d7b-4313-8de2-2f1c56b60afc,2025-06-09,Headphones,Electronics,5,63.45,adana,Cancelled
1074,39c1e262-f76c-4ede-8110-12662408a6dc,2024-08-04,Laptop,Electronics,2,388.46,istanbul,Returned
1075,fadd7ea3-aca5-42fd-b966-442aad238d36,2025-06-05,Notebook,Books,1,-354.32,adana,Delivered
1076,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,2024-12-07,Laptop,Electronics,1,147.22,konya,Delivered
1077,03902c5d-6502-46a2-8a6a-2224171e16cc,2024-11-25,Novel,Books,2,277.14,konya,
1078,5e5ba13d-746c-4b77-9fa3-82e8895ccd99,2024-10-16,Blocks,Toys,3,83.01,ankara,Returned
1079,95a5bafa-431d-429f-ac1e-86d8bfbf397b,2025-03-24,Puzzle,Toys,1,-87.23,istanbul,
1080,5f18e583-f0b6-483f-a377-f6f1d289f0ab,2024-11-30,Puzzle,Toys,3,235.48,ankara,Returned
1081,066803ee-78b2-4549-bbdb-c09eacc216a0,2024-08-17,Shoes,Clothing,3,90.21,adana,Delivered
1082,53f8382b-8fb8-44e4-b173-8856e25d36eb,2025-03-03,Sofa,Home,1,235.5,izmir,Cancelled
1083,102efde5-a5cc-4bf7-b8ab-854c9c2e58de,2025-06-26,Shoes,Clothing,2,177.89,ankara,Cancelled
1084,b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,2025-03-09,Tablet,Electronics,1,147.39,izmir,Returned
1085,23c86d30-1dde-4969-a886-13dba6348e78,2024-10-31,Novel,Books,1,198.6,gaziantep,Cancelled
1086,fef518a6-4dea-4645-8986-bbebf23e323d,2024-07-23,Tablet,Electronics,2,206.7,konya,Returned
1087,e3236d1a-3c1b-4acc-98e1-93311dba1267,2025-01-13,Shoes,Clothing,1,251.59,konya,
1088,5efa9c5b-7421-4f46-a37e-4b0122bae10e,2025-01-30,Table,Home,3,88.96,konya,Returned
1089,f22b5b98-b24c-464f-be3e-6e57f30a9e32,2025-03-23,Doll,Toys,3,256.71,ankara,
1090,ba0266ef-be05-4787-965b-efdf6b4be411,2025-01-31,Jeans,Clothing,1,263.3,konya,Returned
1091,19597b5a-a7a8-4636-aa35-df59e2aa7a5d,2024-09-04,Tablet,Electronics,1,155.04,konya,
1092,f065c817-687a-4850-9d9b-62317d45d8ef,2025-05-25,Jacket,Clothing,1,237.95,gaziantep,Cancelled
1093,379efc6e-5edb-4d3c-b0b6-3bcf08601833,2024-10-22,Novel,Books,2,381.15,konya,Cancelled
1094,dafec8a9-3c71-40be-b357-956071d79665,2024-12-25,T-Shirt,Clothing,3,261.92,bursa,Cancelled
1095,5e09a9ee-af88-4dec-bb1e-143b196f4dfa,2024-11-23,Jacket,Clothing,3,405.75,bursa,Delivered
1096,5bd20c98-a513-4ea0-ba53-e34de6d5901d,2025-02-02,Headphones,Electronics,1,151.73,adana,
1097,f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,2024-07-29,Lamp,Home,1,104.67,gaziantep,Returned
1098,74685b98-d2fe-4fde-9918-b3e5f2f25eef,2024-08-22,Car,Toys,3,288.31,konya,
1099,a3b5cece-a446-4e72-b64c-911aa9ab364a,2024-08-10,Table,Home,1,192.22,ankara,
1100,c96b5edb-0cf2-469b-8577-aea9f8999246,2025-02-22,Chair,Home,4,16.92,gaziantep,
1101,c9776598-203c-4c25-bd23-5def3e5a87e3,2024-11-12,Headphones,Electronics,3,220.07,izmir,Returned
1102,c3e15a85-d46e-4104-9190-6f5034885a46,2025-02-10,Novel,Books,1,298.26,bursa,
1103,d0243d72-3748-467f-961d-33ba350843f0,2025-02-06,Jeans,Clothing,4,265.64,adana,Returned
1104,25c61c45-c63d-44ee-941c-7a863ba5cd2f,2025-06-08,Magazine,Books,2,180.05,konya,Returned
1105,46fb7bf3-00b9-44a3-9892-40ace68933a9,2025-05-08,Shoes,Clothing,1,83.68,konya,
1106,21472a15-fcce-46f6-a50a-4578fbe94499,2025-06-04,Car,Toys,5,93.76,istanbul,Cancelled
1107,1c24220e-2cab-47e7-8c6b-66e5402adf9c,2025-01-31,Blocks,Toys,1,-242.83,istanbul,Cancelled
1108,03cde2e3-21bd-4b41-8699-8731ddcf8766,2025-03-19,Doll,Toys,4,119.46,konya,
1109,96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,2024-11-22,Tablet,Electronics,3,259.64,bursa,Delivered
1110,0d6a05b3-43ef-4016-ac9b-662e040a3aae,2024-11-08,Car,Toys,2,329.7,izmir,Cancelled
1111,1d181ee9-86ad-4a8c-abc4-123ebde13c1b,2024-08-24,Blocks,Toys,1,197.71,bursa,Delivered
1112,c72c1fe3-72c2-4a16-b9eb-4168104556e5,2025-04-21,Sofa,Home,1,143.47,istanbul,Cancelled
1113,73b6a09b-1bea-46ac-97fa-7f0483639007,2024-11-23,Sofa,Home,4,158.93,izmir,Delivered
1114,0b19f88e-9d77-445e-b206-c26938b77c07,2025-01-17,Table,Home,3,82.1,ankara,Delivered
1115,a8addf36-ddf2-45eb-a8a3-f341c8819065,2025-04-14,Lamp,Home,1,318.77,gaziantep,
1116,f6ca6b8b-a4b1-4991-b542-46464d37a539,2025-01-24,T-Shirt,Clothing,3,337.59,bursa,
1117,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,2024-07-18,Comics,Books,1,-301.25,konya,Cancelled
1118,7d824264-1ba3-42e7-afa4-15e56d204496,2024-12-08,Doll,Toys,4,263.47,izmir,Returned
1119,e63658c9-12d0-498d-b18d-4d05e8e22743,2025-04-08,Novel,Books,3,310.97,konya,Delivered
1120,10d08d11-25f9-44bf-9bb9-61555275eb94,2024-08-06,Blocks,Toys,3,146.47,bursa,
1121,95da75c1-a211-40f9-9fd3-4579466772ce,2024-08-24,Puzzle,Toys,3,190.95,ankara,Delivered
1122,fe9fecaa-6182-4347-933f-5a72b64fa54a,2025-02-03,Notebook,Books,2,288.87,konya,
1123,816bcb9f-7426-4193-8b7e-6b3c87d292a6,2025-02-23,Magazine,Books,1,147.32,konya,Returned
1124,b3a7d0e0-cb08-487d-9963-c26d6e218b09,2025-02-26,Sofa,Home,1,11.48,gaziantep,Returned
1125,e0b15aba-a6a2-4967-a79b-44b6da509fed,2024-08-19,Laptop,Electronics,1,170.37,gaziantep,Returned
1126,370bc063-dd90-479e-b888-f6ed8d244e3e,2025-04-30,Laptop,Electronics,1,295.03,ankara,Cancelled
1127,69efafb1-3a7e-4e14-a359-eee173991a47,2024-12-20,Novel,Books,1,371.06,gaziantep,Cancelled
1128,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,2024-11-14,Blocks,Toys,1,207.01,bursa,Returned
1129,50018b7b-6d40-47f4-9003-2b3518578baf,2025-04-15,Blocks,Toys,2,316.19,izmir,Returned
1130,2713582c-f41e-43ac-9fd2-31094140752c,2025-03-21,Jeans,Clothing,5,19.0,istanbul,Delivered
1131,175a81ec-112f-4612-b969-9ed2ec48bf55,2025-03-29,Laptop,Electronics,4,131.21,ankara,Delivered
1132,18b87245-6e8f-45a1-97dd-ed8115da705c,2025-05-25,Chair,Home,2,103.45,gaziantep,Delivered
1133,214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,2025-04-21,Jacket,Clothing,4,203.02,ankara,Returned
1134,8fc42092-f4e5-49e5-9622-93480f5ae9d3,2025-02-07,Jeans,Clothing,1,125.75,konya,Delivered
1135,692ac139-1f4a-4ca1-ab85-fd595463adc7,2025-02-09,Tablet,Electronics,1,68.0,ankara,
1136,c012a0ff-f0ed-4303-aa53-c19cdfa4bb9f,2024-11-20,Tablet,Electronics,2,59.37,adana,Cancelled
1137,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,2024-12-17,Laptop,Electronics,1,191.69,adana,Cancelled
1138,1a85910d-5a05-4c11-8ffc-a6b199b479d4,2024-10-25,Notebook,Books,1,308.45,ankara,Delivered
1139,a81fdec3-279c-458a-b676-0ce581e5c9f6,2025-02-15,Chair,Home,3,142.25,konya,Cancelled
1140,59a1120e-1bb4-4332-98e7-012f39681c81,2025-01-09,Sofa,Home,1,210.35,bursa,Cancelled
1141,c33a1f6c-1d69-4fba-9e18-7b248e676a01,2025-05-30,Puzzle,Toys,3,-16.22,istanbul,Delivered
1142,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,2024-10-22,Shoes,Clothing,2,226.71,istanbul,Cancelled
1143,d1846c39-c476-4556-b97b-e2dd8f9b72ae,2025-05-30,Magazine,Books,4,250.87,konya,
1144,8e867f3c-a487-4eab-accb-461a9d132363,2025-03-04,Doll,Toys,1,361.22,ankara,
1145,d4578ad9-a867-4096-add8-77c89be71737,2024-07-16,Novel,Books,2,289.68,istanbul,Cancelled
1146,45f50c52-2e2f-4f77-8769-79d644777442,2025-04-01,Car,Toys,2,177.51,bursa,Returned
1147,56febfb9-ebe9-4207-8f19-9ec0c32d4526,2025-04-04,Jeans,Clothing,3,-135.0,ankara,
1148,24ac2130-deaf-428d-ae70-983801902620,2024-11-19,Comics,Books,5,-85.63,adana,
1149,2451e5a4-11d0-49b2-a699-cd99a847bce7,2025-02-10,Jeans,Clothing,1,210.86,konya,Delivered
1150,177d6e7e-07d9-44ce-b8c8-8faea2178f84,2025-04-19,Shoes,Clothing,1,215.99,bursa,Delivered
1151,6b7a2460-604e-46cb-b712-f2d187cdb6a1,2025-04-21,Notebook,Books,4,97.23,istanbul,
1152,4fc77768-5ebb-4ca5-a84b-f9625744f596,2024-12-29,Lamp,Home,1,173.42,gaziantep,
1153,914dcfae-f100-43a7-86de-b2f0530ac1c7,2025-04-12,Chair,Home,4,343.34,gaziantep,
1154,27d415b6-0d77-45a0-a222-b6a615bfbe97,2025-02-22,T-Shirt,Clothing,3,90.9,izmir,
1155,ac8936bc-0cbd-4c03-9e2a-a4acc122b5b3,2024-09-05,Laptop,Electronics,1,158.92,izmir,Delivered
1156,6c8c3b6a-a974-4079-b16f-da0a45a88829,2024-08-06,Doll,Toys,1,331.03,gaziantep,Cancelled
1157,45ee432d-6a07-4213-b129-cec79b69554d,2025-01-10,Notebook,Books,1,339.57,konya,
1158,585d3f86-1d23-44e6-8329-20b7c143f426,2024-09-27,Lamp,Home,2,76.57,konya,Delivered
1159,adb14670-ad9f-400d-8882-d73c1c6345ab,2024-12-19,Doll,Toys,2,140.75,gaziantep,Returned
1160,4ef492c1-aac9-4316-86e5-27537c93f6cc,2025-02-21,Laptop,Electronics,1,254.63,istanbul,Returned
1161,996d5c50-fc04-4168-a52f-fb493873e57f,2024-07-23,Novel,Books,1,-200.64,izmir,Delivered
1162,f200c261-4d29-41ab-b455-12f701f7c7ec,2024-07-27,Shoes,Clothing,1,19.62,izmir,Delivered
1163,4169b9fc-c3a0-4c6f-a321-d1e1c47104c0,2024-09-26,Phone,Electronics,1,164.5,istanbul,Returned
1164,7f54a511-01fa-464e-9eb7-4b5653ffd3a2,2024-10-26,Laptop,Electronics,5,189.27,ankara,
1165,61554667-2112-407c-acfa-55b06e3f683a,2025-04-22,Novel,Books,2,244.77,bursa,Delivered
1166,8f0881ee-8011-416b-bae8-8926b423ccde,2025-01-28,Sofa,Home,4,121.22,adana,
1167,12738a23-5aaa-432f-8e63-22b6ab05347f,2025-05-25,Sofa,Home,1,137.92,bursa,
1168,6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,2024-12-07,Novel,Books,2,182.81,izmir,Delivered
1169,dcb33df3-13ee-4dc6-abd1-4d2c75b27455,2024-07-13,Jacket,Clothing,4,89.18,izmir,Returned
1170,67884209-92ca-425a-ade5-93329364f3d0,2024-11-04,Laptop,Electronics,1,153.47,izmir,Cancelled
1171,1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,2025-04-07,Laptop,Electronics,1,189.41,izmir,Delivered
1172,2bffe17b-5324-41fc-b758-dce20556daea,2024-12-10,Car,Toys,4,163.82,izmir,Delivered
1173,d4ffa666-75c8-490d-9e3d-750df296d9f0,2025-05-13,Puzzle,Toys,3,228.01,bursa,Returned
1174,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,2025-03-30,T-Shirt,Clothing,4,109.43,istanbul,
1175,96c044d0-6f88-4f28-be49-fd091b19d8b8,2025-05-29,Novel,Books,2,134.62,izmir,Returned
1176,dedab027-6550-474a-9422-373f862268d1,2024-12-08,Laptop,Electronics,5,316.58,gaziantep,Returned
1177,5543fc3c-38b8-424e-96ea-57b3beed10b6,2024-11-03,Headphones,Electronics,1,179.55,izmir,Cancelled
1178,a21b0307-82af-485c-938d-994c2b0abedd,2025-05-04,Car,Toys,3,198.13,gaziantep,Returned
1179,e7ea8d5a-31a3-4c4d-828c-37e787d5b7be,2024-08-19,Laptop,Electronics,2,161.15,gaziantep,
1180,f54e2019-ba35-444e-99e1-ac095970a859,2025-05-03,Sofa,Home,2,295.31,gaziantep,Delivered
1181,3c7c1d85-25cf-4041-90a6-43fea53bc024,2025-05-20,Jacket,Clothing,1,251.31,izmir,Returned
1182,2c6a6e9a-3280-47a1-8187-222b257d5e52,2024-08-14,T-Shirt,Clothing,2,280.04,adana,Cancelled
1183,a7cf705c-c257-4f73-829d-782b2722796e,2025-02-24,Comics,Books,3,275.43,adana,Delivered
1184,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,2024-08-04,Doll,Toys,1,35.97,konya,
1185,c2874f06-9050-47ef-8123-5c9176c5a0dc,2025-01-13,Phone,Electronics,1,36.74,ankara,Delivered
1186,e1cde87f-ec95-4f87-ae5e-c36572eb7474,2025-02-16,Lamp,Home,1,203.02,ankara,Returned
1187,9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,2025-02-10,Table,Home,1,260.86,gaziantep,Delivered
1188,50ee7a92-a091-41e0-b891-b0c3dd3f487e,2024-11-08,Puzzle,Toys,2,183.86,gaziantep,Returned
1189,71348c2a-780b-4657-917b-355b70944bdb,2024-09-02,Car,Toys,1,129.04,konya,Cancelled
1190,97674900-4651-4367-8bdc-43184d85a3d2,2025-03-08,Tablet,Electronics,3,45.92,konya,Delivered
1191,4f76e388-12fe-48bf-81e0-d4895a18e2a3,2024-07-27,Phone,Electronics,4,186.75,gaziantep,Cancelled
1192,5e659654-0e90-48b6-89a0-a0f673b0a091,2025-01-01,Notebook,Books,2,135.11,istanbul,Returned
1193,dd3f7d7e-a508-4c95-93a4-a492497de16d,2025-05-24,Puzzle,Toys,3,218.91,bursa,Delivered
1194,81cf3252-9815-4d6c-9d71-3084171dabf9,2025-06-03,Doll,Toys,1,126.12,konya,Returned
1195,f4488385-8de7-4d6c-9490-77c27674456f,2024-12-02,Chair,Home,1,288.99,ankara,Returned
1196,7321bf6b-0a80-46ec-a558-2e16bd29ede9,2025-05-09,Jacket,Clothing,1,-117.76,bursa,Delivered
1197,30307633-a6de-41d8-9258-17b7cf501889,2025-06-24,Phone,Electronics,1,312.1,istanbul,Delivered
1198,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,2024-11-07,Comics,Books,1,282.51,izmir,Delivered
1199,e62d2d06-cf9b-4558-9a7f-195b73557b9d,2024-07-30,Laptop,Electronics,1,113.29,gaziantep,Cancelled
1200,15969802-b6dd-4257-bb7d-9f1c57eb89b1,2025-05-27,Car,Toys,2,226.26,konya,Returned
1201,3f6c21f7-0a05-47f0-ac2c-d22ba56895c6,2025-01-17,Headphones,Electronics,3,219.36,izmir,Cancelled
1202,86295b5d-707d-4251-bdb1-429e7010ed13,2025-04-06,Shoes,Clothing,2,252.22,bursa,
1203,5f733a3e-5d28-4aa4-a8a3-97799c1c3517,2025-01-25,Blocks,Toys,5,118.36,izmir,Cancelled
1204,c6435300-68a5-4c68-a32d-bb5e486bb6bf,2025-06-27,Comics,Books,1,240.79,istanbul,Cancelled
1205,ca0ac6ac-0d67-438e-990f-0c5badcc3daf,2024-11-14,Jeans,Clothing,2,187.5,bursa,Delivered
1206,54669d19-10df-4974-95ab-946da5b5cdc2,2025-03-08,Phone,Electronics,1,154.68,ankara,
1207,48bddb3e-62f5-4f2b-adaa-44ca8ed6ad5e,2024-08-11,Blocks,Toys,2,345.25,istanbul,Cancelled
1208,f6e39356-a814-4562-9a00-3f16b9469bcf,2024-10-11,Magazine,Books,2,44.62,ankara,
1209,555736f8-267e-4dce-9f8f-41979a4a99b2,2025-06-22,Lamp,Home,3,281.79,ankara,Returned
1210,eaafe543-2434-4678-a9e2-7ba9952e6abb,2024-08-06,Magazine,Books,2,112.15,istanbul,Delivered
1211,b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,2024-11-18,T-Shirt,Clothing,1,58.75,adana,Cancelled
1212,b576255e-9854-4f22-a102-f9c964575bc4,2025-03-20,Notebook,Books,2,-47.47,istanbul,Cancelled
1213,606e0e1c-8f15-4449-8f40-c22f15b02530,2025-07-05,Comics,Books,1,86.62,bursa,Delivered
1214,20b71785-d02c-40c1-9417-0a17caaa5bbe,2025-03-12,Puzzle,Toys,2,192.26,adana,
1215,bd20563b-f275-45f3-9436-a7a8b3ecb951,2025-03-23,Laptop,Electronics,3,201.5,izmir,Cancelled
1216,a561e1e9-17ec-489c-86c1-b6cbe99630f7,2025-03-29,Doll,Toys,3,176.23,istanbul,Delivered
1217,04aac1b7-5ca0-4428-822c-4d326c645c15,2025-03-23,Tablet,Electronics,1,219.22,ankara,Returned
1218,36d55494-f37f-450d-ae25-b5ee4f11d8dc,2024-11-23,Sofa,Home,3,216.48,konya,Returned
1219,31274148-7c7c-404e-8422-d03ef29a6339,2024-11-15,Headphones,Electronics,1,205.09,bursa,Delivered
1220,13c11754-27aa-4cbc-a337-7bbcfffe77c8,2024-10-01,Laptop,Electronics,3,160.42,konya,Delivered
1221,81f7f3fb-19e4-4c6a-89c2-3e69d82c7565,2024-10-28,Jeans,Clothing,1,182.04,izmir,Returned
1222,e238fe93-bd17-45e8-95ca-69ab8a2e6a93,2025-05-01,Phone,Electronics,1,253.71,adana,
1223,e05b46c5-5636-4094-a974-31db09a9d1c1,2025-01-26,Magazine,Books,1,205.16,istanbul,Cancelled
1224,6070b6a1-98e5-4499-a18c-6e1c9e374f7a,2025-04-29,Shoes,Clothing,1,239.33,gaziantep,Delivered
1225,b15e54f6-d4d3-4795-ae4b-ebc429890880,2024-09-03,Comics,Books,3,341.3,konya,Returned
1226,2a60c652-e714-4668-8f1d-7d3a9feefdff,2025-05-01,Shoes,Clothing,2,298.73,adana,Delivered
1227,5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,2025-04-12,Tablet,Electronics,1,192.4,istanbul,Returned
1228,71b701aa-f836-4571-bcce-c76cb836c448,2025-03-25,Puzzle,Toys,1,116.49,ankara,Cancelled
1229,c8a723e9-bfa0-46c2-809c-b50648f1096d,2025-02-28,Car,Toys,2,408.95,bursa,Delivered
1230,4f3949a8-3d3a-4582-88b4-f4743be79df4,2024-12-27,Magazine,Books,1,284.15,istanbul,
